tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
nordkap_s79_A	nordkap	79	A	US	Core destroyed	174	parent	8	8	5	49	71	49	171	127	0.7427	4.678	8	0	21,23,14,26,49,6,10,5	174	0	9,18
nordkap_s79_B	nordkap	79	B	US	Core destroyed	135	parent	8	8	5	44	44	44	133	120	0.9023	6.015	7	1	16,18,10,29,5,44,6,31	135	1	9,6
nordkap_s80_A	nordkap	80	A	OPP	Core destroyed	140	parent	8	4	5	39	-1	-1	138	83	0.6014	2.899	4	0	39,36,6,5	140	0	9,18
nordkap_s80_B	nordkap	80	B	US	Core destroyed	529	parent	8	7	4	33	-1	-1	527	510	0.9677	1.328	5	2	26,5,27,4,31,8,33	529	1	9,6
nordkap_s81_A	nordkap	81	A	US	Core destroyed	193	parent	8	7	5	80	-1	-1	191	176	0.9215	3.665	7	0	75,77,22,80,6,10,5	193	0	9,18
nordkap_s81_B	nordkap	81	B	US	Core destroyed	432	parent	8	6	5	94	-1	-1	388	210	0.5412	1.546	6	0	16,94,40,5,6,26	432	1	9,6
yulerune_s79_A	yulerune	79	A	US	Core destroyed	219	parent	8	5	31	51	-1	-1	197	186	0.9442	2.538	5	0	31,46,44,43,51	219	0	16,9
yulerune_s79_B	yulerune	79	B	US	Core destroyed	271	parent	8	7	32	71	-1	-1	246	240	0.9756	2.846	5	2	54,47,71,44,67,38,32	271	1	2,9
yulerune_s80_A	yulerune	80	A	OPP	Core destroyed	901	parent	8	7	32	72	-1	-1	876	864	0.9863	0.799	6	1	32,72,38,46,42,44,45	901	0	16,9
yulerune_s80_B	yulerune	80	B	US	Core destroyed	175	parent	8	7	31	56	-1	-1	153	146	0.9542	4.575	7	0	32,56,31,54,36,45,35	175	1	2,9
yulerune_s81_A	yulerune	81	A	OPP	Core destroyed	257	parent	8	5	32	48	-1	-1	158	104	0.6582	3.165	5	0	32,40,34,43,48	257	0	16,9
yulerune_s81_B	yulerune	81	B	OPP	Core destroyed	267	parent	8	7	30	75	-1	-1	88	76	0.8636	7.955	5	2	51,49,75,46,74,36,30	267	1	2,9
atoll_s82_A	atoll	82	A	US	Core destroyed	458	parent	8	5	10	116	-1	-1	392	60	0.1531	1.276	4	1	12,10,36,116,115	458	0	14,2
atoll_s82_B	atoll	82	B	OPP	Core destroyed	299	parent	8	6	10	63	-1	-1	134	26	0.194	4.478	4	2	27,15,63,14,10,11	299	1	2,14
atoll_s83_A	atoll	83	A	US	Core destroyed	593	parent	8	6	12	58	-1	-1	285	15	0.0526	2.105	6	0	38,58,12,14,21,17	593	0	14,2
atoll_s83_B	atoll	83	B	OPP	Core destroyed	185	parent	8	1	42	42	-1	-1	21	0	0.0	4.762	1	0	42	185	1	2,14
atoll_s84_A	atoll	84	A	US	Core destroyed	160	parent	8	4	8	81	-1	-1	76	4	0.0526	5.263	2	2	81,77,8,9	160	0	14,2
atoll_s84_B	atoll	84	B	OPP	Core destroyed	669	parent	8	5	8	438	-1	-1	201	26	0.1294	2.488	4	1	438,10,8,16,80	669	1	2,14
drakkarfjord_s82_A	drakkarfjord	82	A	OPP	Core destroyed	243	parent	8	7	10	72	-1	-1	166	35	0.2108	4.217	6	1	10,11,29,31,72,34,42	243	0	26,4
drakkarfjord_s82_B	drakkarfjord	82	B	US	Titanium collected (tiebreak)	1000	parent	8	8	10	47	47	47	992	0	0.0	0.806	7	1	40,36,47,33,21,14,11,10	1000	1	2,24
drakkarfjord_s83_A	drakkarfjord	83	A	OPP	Core destroyed	413	parent	8	8	10	37	42	37	405	0	0.0	1.975	7	1	10,11,37,18,33,22,30,26	413	0	26,4
drakkarfjord_s83_B	drakkarfjord	83	B	US	Core destroyed	161	parent	8	8	10	46	46	46	153	0	0.0	5.229	7	1	40,36,46,33,21,14,11,10	161	1	2,24
drakkarfjord_s84_A	drakkarfjord	84	A	US	Core destroyed	410	parent	8	4	10	278	-1	-1	119	19	0.1597	3.361	3	1	10,11,278,104	410	0	26,4
drakkarfjord_s84_B	drakkarfjord	84	B	OPP	Core destroyed	431	parent	8	5	10	32	-1	-1	56	0	0.0	8.929	3	2	32,31,14,11,10	431	1	2,24
glacierkeep_s82_A	glacierkeep	82	A	US	Core destroyed	349	parent	8	8	9	49	49	49	343	125	0.3644	2.332	8	0	42,46,21,49,17,10,14,9	349	0	14,26
glacierkeep_s82_B	glacierkeep	82	B	US	Core destroyed	469	parent	8	8	9	36	49	36	463	433	0.9352	1.728	8	0	36,32,14,29,9,25,10,22	469	1	14,2
glacierkeep_s83_A	glacierkeep	83	A	US	Core destroyed	412	parent	8	8	9	41	41	41	406	264	0.6502	1.97	8	0	36,38,21,41,17,10,14,9	412	0	14,26
glacierkeep_s83_B	glacierkeep	83	B	US	Core destroyed	197	parent	8	8	9	36	56	36	191	158	0.8272	4.188	8	0	36,32,14,29,9,25,10,22	197	1	14,2
glacierkeep_s84_A	glacierkeep	84	A	US	Core destroyed	137	parent	8	8	9	45	45	45	131	106	0.8092	6.107	8	0	40,42,21,45,17,10,14,9	137	0	14,26
glacierkeep_s84_B	glacierkeep	84	B	US	Titanium collected (tiebreak)	1000	parent	8	8	9	57	57	57	239	51	0.2134	3.347	8	0	33,29,57,26,10,22,9,19	1000	1	14,2
midgard_s82_A	midgard	82	A	US	Core destroyed	256	parent	8	6	54	103	-1	-1	207	201	0.971	2.899	6	0	54,103,59,78,88,81	256	0	26,26
midgard_s82_B	midgard	82	B	US	Core destroyed	678	parent	8	7	56	108	-1	-1	631	85	0.1347	1.109	5	2	60,56,63,82,60,79,108	678	1	2,2
midgard_s83_A	midgard	83	A	OPP	Core destroyed	372	parent	8	6	52	94	-1	-1	153	134	0.8758	3.922	6	0	52,56,94,60,67,63	372	0	26,26
midgard_s83_B	midgard	83	B	OPP	Core destroyed	232	parent	8	7	53	108	-1	-1	186	178	0.957	3.763	6	1	70,74,66,108,62,100,53	232	1	2,2
midgard_s84_A	midgard	84	A	OPP	Core destroyed	283	parent	8	5	58	112	-1	-1	124	84	0.6774	4.032	5	0	58,62,66,64,112	283	0	26,26
midgard_s84_B	midgard	84	B	OPP	Core destroyed	533	parent	8	6	54	103	-1	-1	486	484	0.9959	1.235	6	0	82,89,79,58,103,54	533	1	2,2
nordkap_s82_A	nordkap	82	A	OPP	Core destroyed	325	parent	8	8	4	45	45	45	173	64	0.3699	4.624	6	2	26,33,23,36,41,4,45,9	325	0	9,18
nordkap_s82_B	nordkap	82	B	US	Core destroyed	303	parent	8	6	5	27	-1	-1	301	289	0.9601	1.993	6	0	27,21,10,24,5,6	303	1	9,6
nordkap_s83_A	nordkap	83	A	US	Core destroyed	297	parent	8	6	8	269	-1	-1	233	84	0.3605	2.575	6	0	269,224,85,184,197,8	297	0	9,18
nordkap_s83_B	nordkap	83	B	OPP	Core destroyed	152	parent	8	7	5	117	-1	-1	150	94	0.6267	4.667	7	0	81,20,117,41,5,6,61	152	1	9,6
nordkap_s84_A	nordkap	84	A	US	Core destroyed	593	parent	8	8	5	57	78	57	517	203	0.3926	1.547	8	0	22,26,19,33,49,6,57,5	593	0	9,18
nordkap_s84_B	nordkap	84	B	US	Core destroyed	242	parent	8	7	5	93	-1	-1	240	222	0.925	2.917	5	2	16,18,10,93,5,45,6	242	1	9,6
yulerune_s82_A	yulerune	82	A	US	Core destroyed	384	parent	8	5	32	54	-1	-1	359	352	0.9805	1.393	5	0	32,38,53,54,46	384	0	16,9
yulerune_s82_B	yulerune	82	B	US	Core destroyed	433	parent	8	6	40	68	-1	-1	407	399	0.9803	1.474	6	0	58,54,51,68,47,40	433	1	2,9
yulerune_s83_A	yulerune	83	A	US	Core destroyed	236	parent	8	5	29	47	-1	-1	214	202	0.9439	2.336	5	0	29,46,40,43,47	236	0	16,9
yulerune_s83_B	yulerune	83	B	US	Core destroyed	292	parent	8	6	32	58	-1	-1	267	265	0.9925	2.247	5	1	43,38,35,58,33,32	292	1	2,9
yulerune_s84_A	yulerune	84	A	US	Core destroyed	221	parent	8	6	28	42	-1	-1	199	195	0.9799	3.015	6	0	37,32,28,34,42,37	221	0	16,9
yulerune_s84_B	yulerune	84	B	OPP	Titanium collected (tiebreak)	1000	parent	8	7	32	372	-1	-1	975	967	0.9918	0.718	6	1	49,44,52,41,38,32,372	1000	1	2,9
atoll_s85_A	atoll	85	A	US	Core destroyed	657	parent	8	4	7	484	-1	-1	465	139	0.2989	0.86	4	0	14,7,484,152	657	0	14,2
atoll_s85_B	atoll	85	B	OPP	Core destroyed	265	parent	8	6	10	65	-1	-1	76	16	0.2105	7.895	4	2	27,15,65,14,10,11	265	1	2,14
atoll_s86_A	atoll	86	A	OPP	Core destroyed	196	parent	8	5	7	138	-1	-1	110	0	0.0	4.545	2	3	10,138,7,118,117	196	0	14,2
atoll_s86_B	atoll	86	B	OPP	Core destroyed	223	parent	8	3	8	222	-1	-1	55	5	0.0909	5.455	3	0	222,8,63	223	1	2,14
atoll_s87_A	atoll	87	A	US	Core destroyed	200	parent	8	7	8	133	-1	-1	196	146	0.7449	3.571	7	0	13,8,65,133,41,51,44	200	0	14,2
atoll_s87_B	atoll	87	B	OPP	Core destroyed	128	parent	8	2	48	49	-1	-1	39	0	0.0	5.128	2	0	49,48	128	1	2,14
drakkarfjord_s85_A	drakkarfjord	85	A	US	Core destroyed	447	parent	8	8	10	87	-1	87	214	0	0.0	3.738	7	1	10,11,31,87,33,44,36,41	447	0	26,4
drakkarfjord_s85_B	drakkarfjord	85	B	US	Core destroyed	648	parent	8	8	10	80	-1	80	378	38	0.1005	2.116	6	2	80,76,45,73,60,14,11,10	648	1	2,24
drakkarfjord_s86_A	drakkarfjord	86	A	OPP	Core destroyed	528	parent	8	8	10	86	-1	86	122	0	0.0	6.557	7	1	10,11,31,86,33,44,36,41	528	0	26,4
drakkarfjord_s86_B	drakkarfjord	86	B	US	Titanium collected (tiebreak)	1000	parent	8	8	10	109	109	109	269	0	0.0	2.974	6	2	35,37,109,40,19,13,17,10	1000	1	2,24
drakkarfjord_s87_A	drakkarfjord	87	A	US	Core destroyed	194	parent	8	8	10	37	42	37	186	130	0.6989	4.301	7	1	10,11,37,18,33,22,30,26	194	0	26,4
drakkarfjord_s87_B	drakkarfjord	87	B	OPP	Core destroyed	262	parent	8	7	10	100	-1	-1	123	35	0.2846	5.691	6	1	100,93,48,90,14,11,10	262	1	2,24
glacierkeep_s85_A	glacierkeep	85	A	US	Titanium collected (tiebreak)	1000	parent	8	8	9	55	55	55	564	96	0.1702	1.418	8	0	50,52,21,55,17,10,14,9	1000	0	14,26
glacierkeep_s85_B	glacierkeep	85	B	US	Core destroyed	137	parent	8	8	9	58	58	58	131	102	0.7786	6.107	8	0	33,29,58,26,9,22,10,19	137	1	14,2
glacierkeep_s86_A	glacierkeep	86	A	US	Core destroyed	177	parent	8	8	9	58	58	58	171	143	0.8363	4.678	8	0	58,54,23,51,19,10,14,9	177	0	14,26
glacierkeep_s86_B	glacierkeep	86	B	US	Core destroyed	169	parent	8	8	9	59	59	59	163	46	0.2822	4.908	8	0	33,29,59,26,9,22,10,19	169	1	14,2
glacierkeep_s87_A	glacierkeep	87	A	OPP	Core destroyed	833	parent	8	8	9	42	46	42	454	410	0.9031	1.762	8	0	37,39,21,42,17,10,14,9	833	0	14,26
glacierkeep_s87_B	glacierkeep	87	B	US	Titanium collected (tiebreak)	1000	parent	8	8	9	45	61	45	748	56	0.0749	1.07	8	0	33,35,20,38,9,42,10,45	1000	1	14,2
midgard_s85_A	midgard	85	A	US	Core destroyed	194	parent	8	7	54	101	-1	-1	148	147	0.9932	4.73	5	2	54,97,58,101,64,71,67	194	0	26,26
midgard_s85_B	midgard	85	B	US	Core destroyed	350	parent	8	7	56	117	-1	-1	305	299	0.9803	2.295	5	2	65,58,62,117,56,92,86	350	1	2,2
midgard_s86_A	midgard	86	A	US	Core destroyed	210	parent	8	6	57	76	-1	-1	160	152	0.95	3.75	6	0	76,76,72,68,57,65	210	0	26,26
midgard_s86_B	midgard	86	B	OPP	Core destroyed	280	parent	8	7	56	96	-1	-1	231	231	1.0	3.03	5	2	60,56,63,65,67,96,80	280	1	2,2
midgard_s87_A	midgard	87	A	OPP	Core destroyed	285	parent	8	6	52	92	-1	-1	240	236	0.9833	2.5	6	0	52,92,63,67,65,71	285	0	26,26
midgard_s87_B	midgard	87	B	OPP	Core destroyed	301	parent	8	7	56	96	-1	-1	258	253	0.9806	2.713	4	3	70,74,62,96,56,87,58	301	1	2,2
nordkap_s85_A	nordkap	85	A	OPP	Core destroyed	141	parent	8	6	5	93	-1	-1	99	76	0.7677	6.061	6	0	27,93,24,6,71,5	141	0	9,18
nordkap_s85_B	nordkap	85	B	US	Core destroyed	592	parent	8	5	5	159	-1	-1	279	77	0.276	1.792	5	0	20,40,5,6,159	592	1	9,6
nordkap_s86_A	nordkap	86	A	US	Core destroyed	439	parent	8	7	5	39	-1	-1	275	82	0.2982	2.545	7	0	30,32,16,39,6,10,5	439	0	9,18
nordkap_s86_B	nordkap	86	B	US	Core destroyed	184	parent	8	8	5	66	80	66	182	166	0.9121	4.396	5	3	16,18,10,60,5,66,6,26	184	1	9,6
nordkap_s87_A	nordkap	87	A	OPP	Core destroyed	493	parent	8	3	5	120	-1	-1	467	77	0.1649	0.642	3	0	120,6,5	493	0	9,18
nordkap_s87_B	nordkap	87	B	US	Core destroyed	521	parent	8	8	5	47	62	47	519	503	0.9692	1.541	8	0	47,41,17,31,5,25,6,24	521	1	9,6
yulerune_s85_A	yulerune	85	A	OPP	Titanium collected (tiebreak)	1000	parent	8	6	42	68	-1	-1	969	965	0.9959	0.619	6	0	51,58,43,62,42,68	1000	0	16,9
yulerune_s85_B	yulerune	85	B	OPP	Core destroyed	328	parent	8	6	39	52	-1	-1	302	294	0.9735	1.987	6	0	46,50,41,52,48,39	328	1	2,9
yulerune_s86_A	yulerune	86	A	OPP	Core destroyed	867	parent	8	5	32	47	-1	-1	845	837	0.9905	0.592	5	0	32,47,36,39,44	867	0	16,9
yulerune_s86_B	yulerune	86	B	US	Core destroyed	479	parent	8	6	36	58	-1	-1	442	374	0.8462	1.357	6	0	43,46,47,58,36,39	479	1	2,9
yulerune_s87_A	yulerune	87	A	US	Core destroyed	199	parent	8	7	32	75	-1	-1	174	165	0.9483	4.023	6	1	32,75,38,42,42,41,45	199	0	16,9
yulerune_s87_B	yulerune	87	B	US	Core destroyed	265	parent	8	6	34	57	-1	-1	241	236	0.9793	2.49	6	0	44,49,57,52,34,39	265	1	2,9
atoll_s7_A	atoll	7	A	OPP	Core destroyed	256	parent	8	1	21	21	-1	-1	111	9	0.0811	0.901	1	0	21	256	0	14,2
atoll_s7_B	atoll	7	B	US	Titanium collected (tiebreak)	1000	parent	8	4	8	38	-1	-1	194	7	0.0361	2.062	4	0	10,38,8,30	1000	1	2,14
atoll_s8_A	atoll	8	A	US	Core destroyed	664	parent	8	5	8	46	-1	-1	82	0	0.0	6.098	5	0	12,8,42,46,41	664	0	14,2
atoll_s8_B	atoll	8	B	US	Core destroyed	196	parent	8	7	8	65	-1	-1	192	151	0.7865	3.646	7	0	23,41,15,35,8,9,65	196	1	2,14
atoll_s9_A	atoll	9	A	US	Core destroyed	205	parent	8	6	7	75	-1	-1	201	3	0.0149	2.985	6	0	48,42,75,7,9,58	205	0	14,2
atoll_s9_B	atoll	9	B	OPP	Core destroyed	134	parent	8	4	7	25	-1	-1	56	11	0.1964	7.143	3	1	25,7,8,9	134	1	2,14
drakkarfjord_s7_A	drakkarfjord	7	A	OPP	Core destroyed	662	parent	8	7	10	43	-1	-1	126	5	0.0397	5.556	6	1	10,11,31,33,43,36,40	662	0	26,4
drakkarfjord_s7_B	drakkarfjord	7	B	OPP	Core destroyed	966	parent	8	8	10	75	75	75	180	0	0.0	4.444	7	1	48,51,40,75,34,14,11,10	966	1	2,24
drakkarfjord_s8_A	drakkarfjord	8	A	US	Core destroyed	152	parent	8	8	10	37	42	37	144	0	0.0	5.556	7	1	10,11,37,18,33,22,30,26	152	0	26,4
drakkarfjord_s8_B	drakkarfjord	8	B	OPP	Core destroyed	329	parent	8	4	10	45	-1	-1	74	0	0.0	5.405	3	1	45,14,11,10	329	1	2,24
drakkarfjord_s9_A	drakkarfjord	9	A	OPP	Core destroyed	376	parent	8	7	10	43	-1	-1	72	0	0.0	9.722	6	1	10,11,31,33,43,36,40	376	0	26,4
drakkarfjord_s9_B	drakkarfjord	9	B	US	Titanium collected (tiebreak)	1000	parent	8	8	10	86	86	86	354	10	0.0282	2.26	7	1	83,76,86,73,20,14,11,10	1000	1	2,24
glacierkeep_s7_A	glacierkeep	7	A	US	Core destroyed	157	parent	8	8	9	47	47	47	151	126	0.8344	5.298	8	0	42,44,27,47,17,10,14,9	157	0	14,26
glacierkeep_s7_B	glacierkeep	7	B	US	Core destroyed	217	parent	8	8	9	53	53	53	211	183	0.8673	3.791	8	0	53,40,20,41,9,45,10,48	217	1	14,2
glacierkeep_s8_A	glacierkeep	8	A	US	Core destroyed	228	parent	8	8	9	46	46	46	222	196	0.8829	3.604	8	0	41,43,23,46,19,10,14,9	228	0	14,26
glacierkeep_s8_B	glacierkeep	8	B	US	Core destroyed	149	parent	8	8	9	59	59	59	142	106	0.7465	5.634	8	0	33,29,59,26,9,22,10,19	149	1	14,2
glacierkeep_s9_A	glacierkeep	9	A	OPP	Core destroyed	816	parent	8	8	9	57	57	57	198	160	0.8081	4.04	8	0	57,53,23,50,19,10,14,9	816	0	14,26
glacierkeep_s9_B	glacierkeep	9	B	US	Core destroyed	217	parent	8	8	9	53	53	53	211	183	0.8673	3.791	8	0	53,40,20,41,9,45,10,48	217	1	14,2
midgard_s7_A	midgard	7	A	OPP	Core destroyed	371	parent	8	4	54	360	-1	-1	77	22	0.2857	5.195	4	0	54,360,67,346	371	0	26,26
midgard_s7_B	midgard	7	B	US	Core destroyed	168	parent	8	7	56	124	-1	-1	123	117	0.9512	5.691	5	2	62,56,65,69,124,90,82	168	1	2,2
midgard_s8_A	midgard	8	A	US	Core destroyed	215	parent	8	7	58	90	-1	-1	165	155	0.9394	4.242	5	2	58,88,62,90,68,75,71	215	0	26,26
midgard_s8_B	midgard	8	B	OPP	Core destroyed	173	parent	8	6	54	103	-1	-1	126	124	0.9841	4.762	5	1	61,54,64,103,72,95	173	1	2,2
midgard_s9_A	midgard	9	A	US	Core destroyed	233	parent	8	7	56	110	-1	-1	184	181	0.9837	3.804	6	1	56,95,62,110,66,73,69	233	0	26,26
midgard_s9_B	midgard	9	B	OPP	Core destroyed	165	parent	8	7	54	113	-1	-1	119	115	0.9664	5.882	5	2	74,82,72,113,63,107,54	165	1	2,2
nordkap_s7_A	nordkap	7	A	US	Core destroyed	327	parent	8	8	4	57	299	57	221	44	0.1991	3.62	7	1	29,25,35,22,57,20,5,4	327	0	9,18
nordkap_s7_B	nordkap	7	B	US	Core destroyed	156	parent	8	6	5	44	-1	-1	154	138	0.8961	3.896	5	1	10,26,5,44,18,19	156	1	9,6
nordkap_s8_A	nordkap	8	A	US	Core destroyed	506	parent	8	7	5	293	-1	-1	484	284	0.5868	1.446	6	1	104,88,165,293,23,6,5	506	0	9,18
nordkap_s8_B	nordkap	8	B	US	Core destroyed	152	parent	8	8	5	56	56	56	150	136	0.9067	5.333	8	0	56,27,17,28,5,40,6,39	152	1	9,6
nordkap_s9_A	nordkap	9	A	US	Core destroyed	153	parent	8	8	4	49	49	49	102	34	0.3333	7.843	6	2	24,28,23,31,16,4,49,12	153	0	9,18
nordkap_s9_B	nordkap	9	B	OPP	Core destroyed	439	parent	8	7	5	107	-1	-1	176	106	0.6023	3.977	7	0	20,24,107,44,5,6,29	439	1	9,6
yulerune_s7_A	yulerune	7	A	OPP	Core destroyed	141	parent	8	5	38	57	-1	-1	116	108	0.931	4.31	5	0	38,44,57,54,50	141	0	16,9
yulerune_s7_B	yulerune	7	B	US	Core destroyed	175	parent	8	6	30	70	-1	-1	151	144	0.9536	3.974	5	1	46,47,70,44,38,30	175	1	2,9
yulerune_s8_A	yulerune	8	A	OPP	Core destroyed	515	parent	8	5	34	48	-1	-1	490	480	0.9796	1.02	5	0	34,44,41,44,48	515	0	16,9
yulerune_s8_B	yulerune	8	B	US	Core destroyed	271	parent	8	7	32	71	-1	-1	246	240	0.9756	2.846	5	2	54,47,71,44,67,38,32	271	1	2,9
yulerune_s9_A	yulerune	9	A	OPP	Core destroyed	220	parent	8	6	32	45	-1	-1	105	93	0.8857	5.714	6	0	32,38,37,42,40,45	220	0	16,9
yulerune_s9_B	yulerune	9	B	US	Core destroyed	297	parent	8	7	34	74	-1	-1	273	268	0.9817	2.564	5	2	54,60,63,53,34,39,74	297	1	2,9
atoll_s88_A	atoll	88	A	US	Core destroyed	255	parent	8	5	10	48	-1	-1	217	4	0.0184	2.304	5	0	22,10,12,48,39	255	0	14,2
atoll_s88_B	atoll	88	B	OPP	Core destroyed	128	parent	8	2	48	49	-1	-1	45	0	0.0	4.444	2	0	49,48	128	1	2,14
atoll_s89_A	atoll	89	A	US	Core destroyed	377	parent	8	7	10	262	-1	-1	316	82	0.2595	2.215	7	0	15,10,82,262,58,69,61	377	0	14,2
atoll_s89_B	atoll	89	B	OPP	Core destroyed	271	parent	8	5	8	59	-1	-1	267	18	0.0674	1.873	5	0	59,8,55,9,18	271	1	2,14
atoll_s90_A	atoll	90	A	OPP	Core destroyed	396	parent	8	6	8	305	-1	-1	94	10	0.1064	6.383	4	2	89,91,8,9,153,305	396	0	14,2
atoll_s90_B	atoll	90	B	OPP	Core destroyed	735	parent	8	4	8	38	-1	-1	143	12	0.0839	2.797	4	0	10,38,8,30	735	1	2,14
drakkarfjord_s88_A	drakkarfjord	88	A	US	Core destroyed	132	parent	8	8	10	36	41	36	124	70	0.5645	6.452	7	1	10,11,36,18,32,22,29,25	132	0	26,4
drakkarfjord_s88_B	drakkarfjord	88	B	OPP	Core destroyed	373	parent	8	5	10	103	-1	-1	168	59	0.3512	2.976	4	1	45,103,14,11,10	373	1	2,24
drakkarfjord_s89_A	drakkarfjord	89	A	US	Core destroyed	208	parent	8	8	10	61	80	61	200	0	0.0	4.0	7	1	10,11,25,61,27,37,30,34	208	0	26,4
drakkarfjord_s89_B	drakkarfjord	89	B	US	Core destroyed	127	parent	8	8	10	48	48	48	119	0	0.0	6.723	7	1	40,36,48,33,21,14,11,10	127	1	2,24
drakkarfjord_s90_A	drakkarfjord	90	A	US	Titanium collected (tiebreak)	1000	parent	8	7	10	43	-1	-1	142	0	0.0	4.93	6	1	10,11,31,33,43,36,40	1000	0	26,4
drakkarfjord_s90_B	drakkarfjord	90	B	OPP	Core destroyed	517	parent	8	4	10	219	-1	-1	133	0	0.0	3.008	3	1	219,14,11,10	517	1	2,24
glacierkeep_s88_A	glacierkeep	88	A	US	Core destroyed	205	parent	8	8	9	56	56	56	199	173	0.8693	4.02	8	0	56,52,21,49,17,10,14,9	205	0	14,26
glacierkeep_s88_B	glacierkeep	88	B	US	Core destroyed	213	parent	8	8	8	35	52	35	207	176	0.8502	3.865	6	2	35,31,9,28,8,26,11,12	213	1	14,2
glacierkeep_s89_A	glacierkeep	89	A	US	Core destroyed	448	parent	8	8	9	60	-1	60	431	0	0.0	1.856	7	1	43,57,18,60,17,10,14,9	448	0	14,26
glacierkeep_s89_B	glacierkeep	89	B	US	Core destroyed	237	parent	8	8	9	36	60	36	231	49	0.2121	3.463	8	0	36,32,14,29,9,25,10,22	237	1	14,2
glacierkeep_s90_A	glacierkeep	90	A	US	Core destroyed	229	parent	8	8	9	55	55	55	223	82	0.3677	3.587	8	0	50,52,21,55,17,10,14,9	229	0	14,26
glacierkeep_s90_B	glacierkeep	90	B	US	Core destroyed	253	parent	8	8	9	45	52	45	247	59	0.2389	3.239	8	0	33,35,20,38,9,42,10,45	253	1	14,2
midgard_s88_A	midgard	88	A	US	Core destroyed	501	parent	8	6	51	103	-1	-1	457	451	0.9869	1.313	6	0	51,103,55,69,87,72	501	0	26,26
midgard_s88_B	midgard	88	B	US	Core destroyed	401	parent	8	7	55	133	-1	-1	356	352	0.9888	1.966	6	1	62,66,59,55,84,133,80	401	1	2,2
midgard_s89_A	midgard	89	A	US	Core destroyed	297	parent	8	7	53	100	-1	-1	251	247	0.9841	2.789	6	1	53,88,57,100,63,70,66	297	0	26,26
midgard_s89_B	midgard	89	B	OPP	Core destroyed	321	parent	8	7	56	94	-1	-1	273	147	0.5385	2.564	5	2	60,56,63,94,64,88,60	321	1	2,2
midgard_s90_A	midgard	90	A	US	Core destroyed	243	parent	8	7	53	125	-1	-1	198	197	0.9949	3.535	5	2	53,121,57,125,63,56,62	243	0	26,26
midgard_s90_B	midgard	90	B	OPP	Core destroyed	257	parent	8	5	53	63	-1	-1	211	209	0.9905	2.37	4	1	57,54,63,58,53	257	1	2,2
nordkap_s88_A	nordkap	88	A	OPP	Core destroyed	208	parent	8	2	5	6	-1	-1	206	166	0.8058	0.971	2	0	6,5	208	0	9,18
nordkap_s88_B	nordkap	88	B	OPP	Core destroyed	168	parent	8	6	5	35	-1	-1	166	102	0.6145	3.614	6	0	19,21,35,5,6,29	168	1	9,6
nordkap_s89_A	nordkap	89	A	US	Core destroyed	469	parent	8	8	5	124	-1	124	360	160	0.4444	2.222	7	1	24,26,16,31,124,6,10,5	469	0	9,18
nordkap_s89_B	nordkap	89	B	OPP	Core destroyed	283	parent	8	5	4	31	-1	-1	123	57	0.4634	4.065	4	1	5,4,31,8,15	283	1	9,6
nordkap_s90_A	nordkap	90	A	OPP	Core destroyed	307	parent	8	6	5	29	-1	-1	218	92	0.422	2.752	6	0	22,18,29,15,6,5	307	0	9,18
nordkap_s90_B	nordkap	90	B	US	Core destroyed	696	parent	8	6	5	25	-1	-1	314	106	0.3376	1.911	6	0	25,21,16,6,5,11	696	1	9,6
yulerune_s88_A	yulerune	88	A	US	Core destroyed	193	parent	8	7	32	70	-1	-1	168	160	0.9524	4.167	6	1	32,70,38,39,42,42,44	193	0	16,9
yulerune_s88_B	yulerune	88	B	US	Core destroyed	257	parent	8	6	32	51	-1	-1	231	71	0.3074	2.597	6	0	48,44,51,41,34,32	257	1	2,9
yulerune_s89_A	yulerune	89	A	OPP	Core destroyed	466	parent	8	5	31	44	-1	-1	383	196	0.5117	1.305	5	0	38,44,31,34,42	466	0	16,9
yulerune_s89_B	yulerune	89	B	OPP	Core destroyed	286	parent	8	6	32	54	-1	-1	162	99	0.6111	3.704	5	1	54,47,53,44,38,32	286	1	2,9
yulerune_s90_A	yulerune	90	A	OPP	Core destroyed	469	parent	8	6	33	44	-1	-1	441	42	0.0952	1.361	6	0	44,33,40,35,43,38	469	0	16,9
yulerune_s90_B	yulerune	90	B	US	Titanium collected (tiebreak)	1000	parent	8	7	32	66	-1	-1	975	970	0.9949	0.718	5	2	50,46,66,43,63,36,32	1000	1	2,9
atoll_s91_A	atoll	91	A	US	Core destroyed	380	parent	8	6	7	219	-1	-1	290	62	0.2138	2.069	4	2	135,10,7,219,118,117	380	0	14,2
atoll_s91_B	atoll	91	B	OPP	Core destroyed	231	parent	8	2	44	45	-1	-1	21	0	0.0	9.524	2	0	45,44	231	1	2,14
atoll_s92_A	atoll	92	A	OPP	Core destroyed	256	parent	8	2	8	9	-1	-1	27	0	0.0	7.407	2	0	8,9	256	0	14,2
atoll_s92_B	atoll	92	B	US	Core destroyed	500	parent	8	7	7	68	-1	-1	221	51	0.2308	3.167	7	0	35,68,11,39,7,29,41	500	1	2,14
