tag	map	seed	seat	rounds	won	spawn_n	spawn1_rnd	spawn4_rnd	spawn_fwd4	spawn_fwd_pos4	spawn_n30	harv1_rnd	harv1_dour	harv1_dtheir	harv_n30	harv_n60	harv_n	opp_harv1_rnd	opp_harv_n30	opp_harv_n60	conv1_rnd	conv_n30	conv_n60	opp_conv_n30	turret_n	opp_turret_n	ti_bank30	ti_coll30	opp_coll30	ti_bank60	ti_coll60	opp_coll60	ti_bank100	ti_coll100	opp_coll100	ti_bank200	ti_coll200	opp_coll200	ti_coll_end	opp_coll_end	harv_live30	harv_wired30	conv_good30	enemy_ourring30	conv_dmin30	harv_dmin30	conv_home30	harv_live60	harv_wired60	conv_good60	enemy_ourring60	conv_dmin60	harv_dmin60	conv_home60	harv_live100	harv_wired100	conv_good100	enemy_ourring100	conv_dmin100	harv_dmin100	conv_home100	harv_live150	harv_wired150	conv_good150	enemy_ourring150	conv_dmin150	harv_dmin150	conv_home150	head2_rnd	head1_rnd	head_dmin_ever	headadj_free_rnds	headadj_enemy_rnds	headadj_own_rnds	headadj_free_share	replan_rnds	replan_share	replan_dist	ringfree_rounds_after_head2	rounds_after_head2	ringfree_share_after_head2	homering_n	eseal30	ebar30	oseal30	free30	eseal60	ebar60	oseal60	free60	eseal100	ebar100	oseal100	free100	eseal150	ebar150	oseal150	free150	eseal_first	ebar_first	eseal_max	oseal_max	eseal_mean	bots_ours	bots_theirs	moves	rev_rate	choke_step_rate	dep_rnd	arr36_rnd	arr16_rnd	n_reach36	n_reach16	reach36_share	stall_bots	bfs_cc	route_steps	route_detour	arr16_hops	arr16_walks	throws_ours	throws_opp	throw1_rnd	throws_ours30	throw_fwd	throw_back	throw_gain	turret_dmin	turret1_rnd	turret_n30	turret_n_theirhalf	fwdbuild_n	fwdbuild1_rnd	fwdbuild_n100	fc_rnd	fc_victim_ours	fc_weapon	fc_basin	fc_dour	fc_dtheir	fc_pres0	fc_pres20	atring_first8	atring_first16	atring_rnds8	atring_share8	atring_share16	atring_bodyrnds	atring_peak	establish_first	establish_rnds	establish_share	establish_peak	raider_n	raider_life_med	kill_sentinel	kill_gunner	kill_builder_attack	kill_none	apron_death_med	apron_death_first	ourbot_deaths	oppbot_deaths	death_home	death_mid	death_apron	death_tiles	death_top1	death_conc	death_med_rnd	death_choke	our_recv_sent	our_recv_gun	our_recv_peck	opp_recv_sent	opp_recv_gun	opp_recv_peck	ourcore_firsthit	ourcore_min	ourcore_r150	oppcore_firsthit	oppcore_min	oppcore_r150	tape_ours_won	tape_turn	cond
flagoff_midgard_s13_A	midgard	13	A	209	1	6	0	3	1.061	4	6	5	3	44	5	7	9	6	4	5	6	12	20	13	12	4	83	110	120	49	470	410	57	840	560	71	2240	560	2360	560	5	2	4	0	1	3	2	4	4	19	2	1	3	4	5	5	17	6	1	3	2	5	5	19	5	1	3	3	6	6	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	6	2	2	0	2	5	5	0	1	5	5	0	0	59	59	6	0	3.392	6	6	730	0.1082	0.0205	8	44	48	3	3	0.5	0	46	44	0.957	0	46	0	0	-1	0	0	0	0	3	31	0	5	17	31	13	32	0	gunner	theirs	36	10	0	2	49	48	160	0.766	0.77	431	3	52	157	0.751	11	3	-1	0	0	0	0	-1	-1	0	4	0	0	0	0	0	-1	-1	0	2	92	55	46	42	35	-1	500	500	166	0	500	1	209	Core destroyed
v531fix_midgard_s13_A	midgard	13	A	259	0	6	0	3	0.707	3	6	5	3	44	4	6	6	7	5	6	6	10	20	14	3	11	117	100	100	57	370	430	6	460	840	12	460	1620	460	2340	4	2	4	0	1	3	2	4	3	12	0	1	3	3	2	0	2	7	1	3	2	2	0	2	6	1	3	2	6	6	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	6	0	0	0	4	5	5	1	0	5	5	1	0	74	74	5	1	3.444	6	7	428	0.1285	0.0304	8	48	52	3	3	0.5	0	46	48	1.043	0	51	0	0	-1	0	0	0	0	13	36	0	1	10	36	6	37	0	gunner	theirs	36	10	0	3	54	52	136	0.525	0.544	341	3	55	204	0.788	5	3	20	2	4	0	0	175	165	6	2	0	3	3	3	3	0.5	165	0	37	87	36	2	84	89	208	0	500	-1	500	500	0	259	Core destroyed
nomouth_midgard_s13_A	midgard	13	A	184	1	6	0	3	0.707	3	6	4	3	44	4	9	12	7	4	7	5	10	16	13	6	3	106	90	100	16	410	380	23	750	550	44	1380	550	1380	550	4	2	4	0	1	3	2	5	5	16	2	1	3	3	4	3	13	4	1	3	2	4	3	13	2	1	3	2	5	5	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	6	0	0	0	4	2	2	0	2	1	1	0	3	72	72	2	0	0.75	6	6	519	0.2293	0.0385	8	46	49	3	3	0.5	0	46	46	1.0	0	48	0	0	-1	0	0	0	0	3	31	0	3	12	31	10	32	0	gunner	theirs	36	10	0	1	50	49	134	0.728	0.734	370	3	53	131	0.712	11	3	29	0	3	0	0	176	176	3	2	0	2	1	3	1	0.333	151	0	0	84	50	32	31	40	-1	500	500	143	0	428	1	184	Core destroyed
cap6_midgard_s13_A	midgard	13	A	645	0	8	0	3	0.707	3	6	5	3	44	4	7	8	4	4	6	6	10	19	13	3	5	117	100	140	39	380	450	14	540	770	90	540	780	540	780	4	2	4	0	1	3	2	4	3	13	1	1	3	3	3	0	2	6	1	3	2	3	0	2	6	1	3	2	6	6	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	6	1	1	0	4	3	3	0	2	3	3	0	2	60	60	3	0	2.687	8	6	530	0.0981	0.0415	8	50	53	5	5	0.625	0	46	50	1.087	0	52	0	0	-1	0	0	0	0	5	37	0	3	16	37	9	37	1	gunner	ours	10	36	0	3	54	53	591	0.916	0.918	733	3	57	588	0.912	9	5	22	0	7	0	0	254	89	7	2	1	2	4	4	2	0.286	112	0	28	146	36	106	36	50	489	0	500	213	302	500	0	645	Core destroyed
parent_midgard_s13_B	midgard	13	B	601	0	6	0	3	1.061	4	6	3	3	44	5	6	7	6	4	5	4	16	24	13	6	5	77	130	110	16	480	400	4	700	610	59	700	610	700	610	5	5	16	0	1	3	3	5	4	14	3	1	3	3	5	0	2	5	1	3	2	5	0	2	5	1	3	2	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	5	3	3	0	2	3	3	0	3	3	3	0	3	56	56	5	0	3.25	6	7	863	0.5052	0.0185	8	45	49	3	3	0.5	0	46	44	0.957	0	46	0	0	-1	0	0	0	0	7	31	0	3	13	31	9	32	0	gunner	theirs	36	10	0	2	50	49	548	0.912	0.918	1616	3	58	543	0.903	10	3	17	0	2	0	0	-1	-1	2	2	1	1	0	2	1	0.5	80	0	28	61	33	2	255	59	430	0	500	-1	500	500	0	601	Core destroyed
flagoff_midgard_s13_B	midgard	13	B	473	1	6	0	3	1.061	4	6	3	3	44	5	6	7	4	4	5	4	16	23	13	5	4	77	130	160	52	460	420	9	740	660	30	740	660	740	660	5	5	16	0	1	3	3	4	3	16	1	1	3	3	4	0	2	5	1	3	2	4	0	2	6	1	3	2	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	5	1	1	0	3	3	3	0	1	4	4	0	0	59	59	5	0	2.782	6	6	544	0.3621	0.0368	8	45	50	3	3	0.5	0	46	39	0.848	0	42	0	0	-1	0	0	0	0	3	31	0	4	14	31	11	32	0	gunner	theirs	36	10	0	2	52	50	421	0.89	0.894	1229	3	53	420	0.888	11	3	29	0	1	0	0	-1	-1	1	1	0	1	0	1	1	1.0	80	0	117	36	35	39	23	31	49	402	496	289	0	500	1	473	Core destroyed
v531fix_midgard_s13_B	midgard	13	B	469	0	5	0	3	0.707	3	5	7	3	44	4	7	9	5	5	8	4	10	16	15	3	7	217	120	150	46	430	460	60	650	620	294	660	630	660	630	4	3	9	0	1	3	3	3	3	15	0	1	3	3	2	1	3	8	1	3	2	2	0	2	8	1	3	2	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	5	0	0	0	5	6	6	0	0	6	6	0	0	72	72	6	0	4.953	5	6	314	0.1051	0.0446	8	47	49	2	2	0.4	0	46	45	0.978	0	46	0	0	-1	0	0	0	0	7	31	0	3	13	31	11	32	0	gunner	theirs	36	10	0	2	52	49	205	0.437	0.443	338	2	56	413	0.881	10	2	14	2	3	0	0	257	196	5	2	2	1	2	5	1	0.2	94	0	40	77	30	0	61	34	372	0	500	-1	500	500	0	469	Core destroyed
nomouth_midgard_s13_B	midgard	13	B	270	0	5	0	3	0.707	3	5	3	3	44	5	5	6	4	4	9	4	13	16	13	5	5	181	150	160	49	460	450	3	630	650	12	630	1000	630	1300	5	3	9	0	1	3	3	4	4	16	2	1	3	3	5	0	2	8	1	3	2	5	0	2	8	1	3	2	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	5	1	1	0	4	6	6	0	0	6	6	0	0	54	54	6	0	4.23	5	6	907	0.6163	0.0209	8	47	52	2	2	0.4	0	46	43	0.935	0	46	0	0	-1	0	0	0	0	8	31	0	5	12	31	12	32	0	gunner	theirs	36	10	0	1	54	52	72	0.267	0.274	129	2	55	215	0.796	7	2	66	2	0	0	0	126	113	2	3	0	0	2	1	2	1.0	126	0	36	18	30	0	155	12	215	0	500	-1	500	500	0	270	Core destroyed
cap6_midgard_s13_B	midgard	13	B	253	0	7	0	3	0.707	3	5	7	3	44	4	7	9	3	5	6	4	10	16	17	5	9	217	120	150	17	380	490	10	520	750	63	770	1040	900	1170	4	3	9	0	1	3	3	3	3	15	4	1	3	3	3	1	6	4	1	3	3	3	1	6	4	1	3	3	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	5	2	2	0	2	2	2	0	2	2	2	0	2	52	52	2	0	1.577	7	5	526	0.327	0.0437	8	47	55	2	2	0.286	0	46	46	1.0	0	50	0	0	-1	0	0	0	0	7	34	0	3	12	34	8	34	1	gunner	ours	10	36	0	2	57	55	100	0.395	0.403	123	2	63	190	0.751	6	2	11	1	3	0	0	157	115	4	3	1	1	2	4	1	0.25	115	0	31	107	10	18	34	38	189	0	500	49	458	500	0	253	Core destroyed
parent_midgard_s14_A	midgard	14	A	369	0	6	0	3	1.061	4	6	5	3	44	4	6	9	7	5	7	6	13	20	16	4	4	127	110	130	71	430	490	51	710	680	12	730	680	730	680	4	4	13	0	1	3	3	3	3	20	0	1	3	4	4	1	3	8	1	3	2	4	0	1	6	1	3	1	6	6	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	5	0	0	0	3	6	6	0	0	5	5	0	1	65	65	6	0	4.095	6	6	467	0.1478	0.0407	8	44	47	3	3	0.5	0	46	44	0.957	0	46	0	0	-1	0	0	0	0	6	32	0	3	13	32	12	33	0	gunner	theirs	36	10	0	3	51	47	318	0.862	0.873	948	3	55	314	0.851	10	3	25	0	3	0	0	-1	-1	3	4	0	3	0	2	2	0.667	107	0	29	44	60	0	196	44	209	0	500	-1	500	500	0	369	Core destroyed
flagoff_midgard_s14_A	midgard	14	A	277	1	7	0	3	0.707	3	5	3	3	44	4	7	8	9	5	7	4	13	21	15	6	5	253	150	110	6	460	420	76	710	570	137	970	570	1160	570	4	4	13	0	1	3	3	3	3	15	1	1	3	4	3	1	7	6	1	3	3	3	1	6	4	1	3	2	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	5	1	1	0	3	4	4	0	0	4	4	0	2	59	59	5	0	3.101	7	5	518	0.1236	0.0405	8	54	56	4	4	0.571	0	46	51	1.109	0	52	0	0	-1	0	0	0	0	7	31	0	5	15	31	14	32	0	gunner	theirs	36	10	0	0	57	56	220	0.794	0.798	427	3	59	218	0.787	10	4	15	0	6	0	0	261	243	6	4	2	1	3	5	2	0.333	243	0	0	121	50	38	73	36	-1	500	500	221	0	500	1	277	Core destroyed
v531fix_midgard_s14_A	midgard	14	A	313	0	6	0	3	0.707	3	6	5	3	44	4	5	5	4	4	6	6	12	13	12	3	7	93	90	140	31	360	400	12	500	660	10	500	1490	500	2710	4	2	4	0	1	3	2	2	2	13	4	1	3	3	2	0	2	6	1	3	2	1	0	2	6	1	3	2	6	6	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	6	2	2	0	2	3	3	0	2	3	3	0	2	53	53	3	0	2.383	6	6	363	0.0964	0.0358	8	49	53	3	3	0.5	0	46	48	1.043	0	50	0	0	-1	0	0	0	0	5	34	0	3	29	34	8	33	1	gunner	ours	10	36	0	1	56	53	257	0.821	0.827	412	3	58	255	0.815	6	3	4	1	4	0	0	161	129	5	1	1	2	2	5	1	0.2	79	0	31	249	30	19	83	59	258	0	500	51	346	500	0	313	Core destroyed
nomouth_midgard_s14_A	midgard	14	A	385	0	7	0	3	0.707	3	6	4	3	44	4	9	11	9	5	6	5	10	16	13	6	6	106	90	110	64	410	450	0	750	760	12	850	1020	850	1480	4	2	4	0	1	3	2	4	4	16	1	1	3	3	3	2	15	6	1	3	3	3	0	1	6	1	3	1	5	5	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	6	1	1	0	4	5	5	0	0	4	4	0	1	60	60	5	0	3.268	7	9	1081	0.6078	0.0222	8	42	45	4	4	0.571	0	46	42	0.913	0	44	0	0	-1	0	0	0	0	7	32	0	3	14	32	10	33	0	gunner	theirs	36	10	0	1	46	45	339	0.881	0.883	564	3	49	336	0.873	8	4	11	1	2	0	0	106	65	3	1	0	1	2	3	1	0.333	80	0	55	69	50	0	132	30	294	0	500	-1	500	500	0	385	Core destroyed
cap6_midgard_s14_A	midgard	14	A	205	0	5	0	3	0.707	3	5	7	3	44	4	6	7	5	4	6	8	10	14	13	3	4	196	100	140	61	380	440	11	440	630	221	440	640	440	640	4	2	4	0	1	3	2	2	2	9	2	1	3	3	2	0	1	8	1	3	1	2	0	1	8	1	3	1	8	8	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	6	0	0	0	4	6	6	0	0	6	6	0	0	65	65	6	0	3.639	5	6	341	0.2962	0.0235	8	53	55	2	2	0.4	1	46	51	1.109	0	52	0	0	-1	0	0	0	0	8	33	0	3	13	33	9	34	0	gunner	theirs	36	10	0	1	56	55	149	0.727	0.732	291	2	58	147	0.717	10	2	32	0	3	0	0	-1	-1	3	3	2	1	0	2	2	0.667	86	0	28	59	36	0	50	30	117	0	248	-1	500	500	0	205	Core destroyed
parent_midgard_s14_B	midgard	14	B	441	0	6	0	3	0.707	3	6	3	3	44	5	6	8	3	5	6	4	13	16	18	4	9	117	150	140	2	470	500	20	690	800	94	690	1050	690	1650	5	3	9	0	1	3	3	5	3	13	1	1	3	3	6	1	3	8	1	3	2	6	0	2	8	1	3	2	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	5	1	1	0	4	6	6	0	0	6	6	0	0	59	59	6	0	5.075	6	7	420	0.1071	0.0476	8	45	52	3	2	0.5	0	46	44	0.957	0	47	0	0	-1	0	0	0	0	7	31	0	4	12	31	11	32	0	gunner	theirs	36	10	0	3	54	52	387	0.878	0.882	425	2	58	383	0.868	7	3	1	1	4	0	0	94	53	5	3	1	2	2	4	2	0.4	94	0	34	86	35	2	130	35	386	0	500	47	464	500	0	441	Core destroyed
flagoff_midgard_s14_B	midgard	14	B	297	0	6	0	3	1.061	4	6	3	3	44	5	7	8	5	5	7	4	16	19	14	6	12	77	130	160	27	470	510	12	620	960	22	620	1570	620	2290	5	5	16	0	1	3	3	3	2	8	1	1	3	3	3	0	2	8	1	3	2	3	0	2	8	1	3	2	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	5	1	1	0	3	6	6	0	0	6	6	0	0	60	60	6	0	4.492	6	8	826	0.4891	0.0266	8	49	53	3	3	0.5	0	46	43	0.935	0	50	0	1	-1	0	0	0	0	7	31	0	3	9	31	8	32	0	gunner	theirs	36	10	0	1	54	53	75	0.253	0.256	142	3	56	241	0.811	5	3	24	0	4	0	0	117	100	4	4	0	1	3	4	1	0.25	117	0	28	82	34	7	95	43	242	0	500	-1	500	500	0	297	Core destroyed
v531fix_midgard_s14_B	midgard	14	B	149	0	5	0	3	0.707	3	5	7	3	44	5	5	5	5	5	8	4	14	16	16	4	3	163	140	130	22	460	460	9	670	690	12	670	860	670	860	5	4	12	0	1	3	3	4	4	15	2	1	3	3	4	0	2	8	1	3	2	0	0	0	0	-1	-1	0	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	5	1	1	0	4	6	6	0	0	-1	-1	-1	-1	53	53	6	0	3.114	5	6	554	0.3718	0.0325	8	49	54	2	2	0.4	0	46	47	1.022	0	50	0	0	-1	0	0	0	0	5	31	0	4	9	31	8	32	0	gunner	theirs	36	10	0	1	55	54	94	0.631	0.638	183	2	57	92	0.617	5	2	-1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	-1	-1	0	28	8	30	27	65	80	94	0	0	51	382	472	0	149	Core destroyed
nomouth_midgard_s14_B	midgard	14	B	237	1	6	0	3	0.707	3	5	3	3	44	5	6	7	7	3	7	4	13	16	9	6	3	181	150	100	35	460	360	105	850	540	12	1000	540	1000	540	5	3	9	0	1	3	3	5	5	16	2	1	3	3	5	4	15	6	1	3	3	5	0	2	8	1	3	2	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	5	1	1	0	4	4	4	0	0	5	5	0	0	54	54	5	0	3.194	6	6	592	0.1791	0.0524	8	47	52	3	3	0.5	0	46	43	0.935	0	46	0	0	-1	0	0	0	0	7	31	0	6	16	31	13	32	0	gunner	theirs	36	10	0	2	54	52	183	0.772	0.781	399	3	57	180	0.759	10	3	33	0	2	0	0	-1	-1	2	2	2	0	0	1	2	1.0	91	0	14	26	46	28	63	41	201	248	500	154	0	500	1	237	Core destroyed
cap6_midgard_s14_B	midgard	14	B	607	0	6	0	3	0.707	3	5	7	3	44	4	5	9	4	5	11	4	10	16	16	7	6	218	120	160	23	410	520	16	710	710	69	720	960	1350	1980	4	3	9	0	1	3	3	4	4	16	4	1	3	3	5	1	3	8	1	3	2	6	0	2	8	1	3	2	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	5	3	3	0	2	6	6	0	0	6	6	0	0	48	48	6	0	4.903	6	8	835	0.3892	0.0299	8	46	50	2	2	0.333	0	46	45	0.978	0	48	0	0	-1	0	0	0	0	6	31	0	3	11	31	11	32	0	gunner	theirs	36	10	0	2	53	50	101	0.166	0.17	127	2	55	552	0.909	8	2	17	1	2	0	0	154	82	3	6	0	1	2	3	1	0.333	82	0	135	71	44	11	82	34	352	0	500	-1	500	500	0	607	Core destroyed
parent_atoll_s15_A	atoll	15	A	361	1	6	0	3	0.0	2	5	2	3	27	3	3	4	3	3	3	3	9	9	12	9	2	41	120	120	31	250	340	49	350	540	67	600	820	1000	850	3	2	4	2	1	3	2	3	1	2	4	1	3	1	3	1	2	4	1	3	1	4	1	2	4	1	3	1	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	3	4	4	0	0	4	4	0	2	4	4	0	1	22	22	5	0	3.687	6	5	797	0.3225	0.0464	6	8	8	6	4	1.0	0	22	5	0.227	2	2	7	27	6	5	7	0	44	2	5	4	4	56	9	16	12	0	builder_attack	theirs	24	1	2	2	8	8	353	0.978	0.978	522	3	9	352	0.975	10	6	11	1	0	0	0	19	19	1	2	0	0	1	1	1	1.0	19	0	154	0	10	57	0	33	18	424	486	298	0	500	1	361	Core destroyed
flagoff_atoll_s15_A	atoll	15	A	418	1	7	0	3	0.0	2	5	2	3	27	3	3	3	4	2	3	3	10	12	4	15	5	35	120	100	24	270	170	47	500	270	65	760	350	1300	350	2	2	4	2	1	3	2	2	2	4	3	1	3	2	2	2	12	3	1	3	3	2	1	11	1	1	3	3	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	4	3	3	0	3	2	2	0	2	1	1	0	4	27	27	5	0	1.38	7	6	1112	0.7392	0.1538	6	8	8	5	4	0.714	1	22	5	0.227	2	2	9	70	6	5	9	0	54	3	5	4	6	28	9	4	11	0	builder_attack	theirs	25	1	2	2	9	8	304	0.727	0.837	312	2	9	409	0.978	7	5	10	3	1	0	0	181	18	4	3	0	1	3	3	2	0.5	181	0	51	16	10	70	56	26	-1	500	500	145	0	458	1	418	Core destroyed
v531fix_atoll_s15_A	atoll	15	A	381	1	5	0	3	0.0	2	5	5	3	27	2	2	2	3	3	4	2	5	7	11	6	1	3	40	100	23	120	250	31	120	450	71	120	670	120	670	2	1	4	2	1	3	3	2	1	4	4	1	3	3	2	0	3	4	1	3	3	2	0	3	4	1	3	3	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	4	2	2	0	3	2	2	0	3	2	2	0	3	26	26	3	0	1.885	5	8	1395	0.8258	0.1082	6	8	8	3	2	0.6	0	22	5	0.227	2	2	6	166	6	6	6	0	33	2	5	5	3	64	10	20	13	1	sentinel	theirs	21	1	2	2	8	8	373	0.979	0.979	665	2	10	371	0.974	10	3	307	1	0	0	0	316	316	1	1	0	0	1	1	1	1.0	316	0	113	0	10	28	16	20	-1	500	500	241	0	500	1	381	Core destroyed
nomouth_atoll_s15_A	atoll	15	A	257	1	10	0	3	0.0	2	5	2	3	27	3	3	4	4	3	4	3	7	14	11	12	7	10	100	100	26	320	260	154	590	460	158	1230	960	1510	1230	3	2	4	2	1	3	2	3	2	13	4	1	3	3	4	2	13	1	1	3	3	4	2	13	3	1	3	3	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	4	3	3	0	2	1	1	0	4	2	2	0	3	25	25	3	0	1.607	10	8	770	0.5156	0.0779	6	8	8	7	6	0.7	2	22	5	0.227	2	2	4	2	6	4	4	0	28	2	5	5	6	11	10	5	11	1	sentinel	theirs	20	2	2	2	8	8	124	0.482	0.615	154	3	10	247	0.961	6	7	17	3	3	0	0	166	50	6	3	0	0	6	5	2	0.333	166	0	82	11	23	34	51	3	133	192	378	202	0	500	1	257	Core destroyed
cap6_atoll_s15_A	atoll	15	A	369	0	9	0	3	0.0	2	5	5	3	27	2	2	2	3	5	6	2	3	3	7	15	13	12	40	120	39	120	250	62	210	350	130	460	600	870	2580	2	1	3	2	1	3	2	2	1	2	3	1	3	1	2	0	1	5	1	3	1	2	1	2	4	1	3	1	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	4	2	2	0	4	3	3	0	3	3	3	0	3	24	24	3	0	2.612	9	7	644	0.441	0.0326	6	8	8	7	6	0.778	0	22	5	0.227	2	2	12	146	6	4	12	0	80	2	5	5	5	31	10	8	13	0	builder_attack	theirs	21	1	2	2	8	8	158	0.428	0.447	167	2	10	359	0.973	8	7	9	5	2	0	0	184	18	7	2	0	1	6	6	2	0.286	165	0	152	18	28	17	20	36	219	0	500	61	266	266	0	369	Core destroyed
parent_atoll_s15_B	atoll	15	B	492	1	12	0	3	1.061	3	5	2	3	22	2	3	5	2	3	3	3	4	4	9	24	4	12	120	130	62	260	230	23	460	330	125	980	860	3940	1450	2	2	4	1	1	3	2	3	2	4	1	1	3	2	4	2	4	3	1	3	2	4	2	4	3	1	3	2	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	5	1	1	0	4	3	3	0	2	3	3	0	1	21	21	3	0	1.346	12	5	1399	0.4017	0.0529	6	8	8	12	10	1.0	0	22	5	0.227	2	2	16	37	6	5	16	0	102	2	5	5	13	35	10	16	12	1	sentinel	theirs	20	2	2	2	8	8	346	0.703	0.724	549	3	10	482	0.98	9	12	42	2	3	0	0	223	130	5	3	0	0	5	5	1	0.2	223	0	165	50	0	163	20	30	14	418	482	99	0	180	1	492	Core destroyed
flagoff_atoll_s15_B	atoll	15	B	199	1	5	0	3	1.061	3	5	2	3	22	2	2	2	4	2	2	3	4	4	4	10	2	119	120	120	10	260	210	12	460	220	20	960	220	960	220	2	2	4	3	1	3	2	2	2	4	3	1	3	2	2	2	4	5	1	3	2	2	2	4	2	1	3	2	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	2	3	3	0	1	5	5	0	1	2	2	0	3	23	23	6	0	2.769	5	6	627	0.6411	0.0128	6	8	8	2	2	0.4	1	22	5	0.227	2	2	4	20	6	4	4	0	30	2	5	4	3	13	10	12	16	1	sentinel	theirs	20	2	2	2	8	8	187	0.94	0.96	297	2	10	189	0.95	13	2	-1	0	0	0	0	-1	-1	0	3	0	0	0	0	0	-1	-1	0	29	0	0	55	27	30	19	428	500	139	0	410	1	199	Core destroyed
v531fix_atoll_s15_B	atoll	15	B	273	0	6	0	3	1.061	3	6	5	3	22	1	1	1	3	2	2	2	1	2	4	4	3	39	0	130	36	0	280	36	0	480	80	0	980	0	1340	1	0	1	2	1	3	1	1	0	1	6	1	3	1	1	0	1	6	1	3	1	1	0	1	6	1	3	1	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	4	6	6	0	0	6	6	0	0	6	6	0	0	23	23	6	0	5.15	6	5	389	0.6581	0.0	6	8	8	3	3	0.5	2	22	5	0.227	2	2	5	77	6	4	5	0	31	2	5	3	1	10	11	9	13	1	sentinel	theirs	19	3	2	3	8	8	104	0.381	0.421	117	2	11	262	0.96	6	3	12	3	0	0	0	39	21	3	0	0	0	3	2	2	0.667	39	0	160	0	0	1	0	4	14	0	378	-1	500	500	0	273	Core destroyed
nomouth_atoll_s15_B	atoll	15	B	278	0	6	0	3	1.061	3	5	2	3	22	2	2	2	3	2	3	3	4	4	4	6	3	33	120	120	30	250	210	12	300	310	12	300	430	300	630	2	2	4	1	1	3	2	2	1	2	6	1	3	1	2	0	1	7	1	3	1	2	0	1	7	1	3	1	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	3	4	4	0	2	4	4	0	1	4	4	0	1	27	27	4	0	3.273	6	6	872	0.508	0.0401	6	8	8	4	3	0.667	0	22	5	0.227	2	2	5	3	6	5	5	0	32	2	5	5	2	11	9	11	11	1	sentinel	theirs	19	3	2	2	8	8	270	0.971	0.971	485	2	9	269	0.968	10	4	33	1	0	0	0	41	41	1	0	0	0	1	1	1	1.0	41	0	57	0	28	2	121	50	21	0	500	-1	500	500	0	278	Core destroyed
cap6_atoll_s15_B	atoll	15	B	346	0	6	0	3	1.061	3	5	5	3	22	1	1	2	2	3	3	2	3	3	12	7	7	40	0	120	18	0	190	12	0	290	67	0	540	0	1250	1	0	3	1	1	3	2	1	0	3	4	1	3	2	1	0	1	6	1	3	1	1	0	1	8	1	3	1	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	5	4	4	0	2	5	5	0	2	7	7	0	0	25	25	7	0	5.483	6	7	745	0.5128	0.0953	6	8	8	4	3	0.667	1	22	5	0.227	2	2	7	35	6	6	7	0	40	3	5	4	2	38	9	18	12	0	builder_attack	theirs	25	1	2	2	9	8	231	0.668	0.714	263	2	9	337	0.974	9	4	50	1	1	0	0	213	58	2	3	0	0	2	2	1	0.5	213	0	31	178	20	19	35	10	291	0	500	-1	500	500	0	346	Core destroyed
